"img-fixed src","infocard-cell-data","ent-name","ent-name href","type-icon","type-icon href","type-icon 2","type-icon href 2","cell-num","cell-num 2","cell-num 3","cell-num 4","cell-num 5","cell-num 6","cell-num 7","type-icon 4","type-icon href 4","type-icon 5","type-icon href 5"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/weedle.png","0013","Weedle","https://pokemondb.net/pokedex/weedle","","","Poison","https://pokemondb.net/type/poison","195","40","35","30","20","20","50","","","Bug","https://pokemondb.net/type/bug"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/kakuna.png","0014","Kakuna","https://pokemondb.net/pokedex/kakuna","","","Poison","https://pokemondb.net/type/poison","205","45","25","50","25","25","35","","","Bug","https://pokemondb.net/type/bug"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill.png","0015","Beedrill","https://pokemondb.net/pokedex/beedrill","","","Poison","https://pokemondb.net/type/poison","395","65","90","40","45","80","75","","","Bug","https://pokemondb.net/type/bug"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill-mega.png","0015","Beedrill","https://pokemondb.net/pokedex/beedrill","","","Poison","https://pokemondb.net/type/poison","495","65","150","40","15","80","145","","","Bug","https://pokemondb.net/type/bug"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgey.png","0016","Pidgey","https://pokemondb.net/pokedex/pidgey","","","","","251","40","45","40","35","35","56","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeotto.png","0017","Pidgeotto","https://pokemondb.net/pokedex/pidgeotto","","","","","349","63","60","55","50","50","71","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot.png","0018","Pidgeot","https://pokemondb.net/pokedex/pidgeot","","","","","479","83","80","75","70","70","101","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot-mega.png","0018","Pidgeot","https://pokemondb.net/pokedex/pidgeot","","","","","579","83","80","80","135","80","121","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata.png","0019","Rattata","https://pokemondb.net/pokedex/rattata","","","","","253","30","56","35","25","35","72","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata-alolan.png","0019","Rattata","https://pokemondb.net/pokedex/rattata","","","","","253","30","56","35","25","35","72","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate.png","0020","Raticate","https://pokemondb.net/pokedex/raticate","","","","","413","55","81","60","50","70","97","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate-alolan.png","0020","Raticate","https://pokemondb.net/pokedex/raticate","","","","","413","75","71","70","40","80","77","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/spearow.png","0021","Spearow","https://pokemondb.net/pokedex/spearow","","","","","262","40","60","30","31","31","70","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/fearow.png","0022","Fearow","https://pokemondb.net/pokedex/fearow","","","","","442","65","90","65","61","61","100","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/ekans.png","0023","Ekans","https://pokemondb.net/pokedex/ekans","","","Poison","https://pokemondb.net/type/poison","288","35","60","44","40","54","55","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/arbok.png","0024","Arbok","https://pokemondb.net/pokedex/arbok","","","Poison","https://pokemondb.net/type/poison","448","60","95","69","65","79","80","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu.png","0025","Pikachu","https://pokemondb.net/pokedex/pikachu","","","","","320","35","55","40","50","50","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu-lets-go.png","0025","Pikachu","https://pokemondb.net/pokedex/pikachu","","","","","430","45","80","50","75","60","120","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu.png","0026","Raichu","https://pokemondb.net/pokedex/raichu","","","","","485","60","90","55","90","80","110","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu-alolan.png","0026","Raichu","https://pokemondb.net/pokedex/raichu","","","","","485","60","85","50","95","85","110","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew.png","0027","Sandshrew","https://pokemondb.net/pokedex/sandshrew","","","","","300","50","75","85","20","30","40","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew-alolan.png","0027","Sandshrew","https://pokemondb.net/pokedex/sandshrew","","","Ice","https://pokemondb.net/type/ice","300","50","75","90","10","35","40","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash.png","0028","Sandslash","https://pokemondb.net/pokedex/sandslash","","","","","450","75","100","110","45","55","65","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash-alolan.png","0028","Sandslash","https://pokemondb.net/pokedex/sandslash","","","Ice","https://pokemondb.net/type/ice","450","75","100","120","25","65","65","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-f.png","0029","Nidoran♀","https://pokemondb.net/pokedex/nidoran-f","","","Poison","https://pokemondb.net/type/poison","275","55","47","52","40","40","41","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorina.png","0030","Nidorina","https://pokemondb.net/pokedex/nidorina","","","Poison","https://pokemondb.net/type/poison","365","70","62","67","55","55","56","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoqueen.png","0031","Nidoqueen","https://pokemondb.net/pokedex/nidoqueen","","","Poison","https://pokemondb.net/type/poison","505","90","92","87","75","85","76","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-m.png","0032","Nidoran♂","https://pokemondb.net/pokedex/nidoran-m","","","Poison","https://pokemondb.net/type/poison","273","46","57","40","40","40","50","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorino.png","0033","Nidorino","https://pokemondb.net/pokedex/nidorino","","","Poison","https://pokemondb.net/type/poison","365","61","72","57","55","55","65","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoking.png","0034","Nidoking","https://pokemondb.net/pokedex/nidoking","","","Poison","https://pokemondb.net/type/poison","505","81","102","77","85","75","85","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/clefairy.png","0035","Clefairy","https://pokemondb.net/pokedex/clefairy","","","","","323","70","45","48","60","65","35","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/clefable.png","0036","Clefable","https://pokemondb.net/pokedex/clefable","","","","","483","95","70","73","95","90","60","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix.png","0037","Vulpix","https://pokemondb.net/pokedex/vulpix","","","","","299","38","41","40","50","65","65","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix-alolan.png","0037","Vulpix","https://pokemondb.net/pokedex/vulpix","","","Ice","https://pokemondb.net/type/ice","299","38","41","40","50","65","65","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales.png","0038","Ninetales","https://pokemondb.net/pokedex/ninetales","","","","","505","73","76","75","81","100","100","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales-alolan.png","0038","Ninetales","https://pokemondb.net/pokedex/ninetales","","","Ice","https://pokemondb.net/type/ice","505","73","67","75","81","100","109","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/jigglypuff.png","0039","Jigglypuff","https://pokemondb.net/pokedex/jigglypuff","","","","","270","115","45","20","45","25","20","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/wigglytuff.png","0040","Wigglytuff","https://pokemondb.net/pokedex/wigglytuff","","","","","435","140","70","45","85","50","45","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/zubat.png","0041","Zubat","https://pokemondb.net/pokedex/zubat","","","Poison","https://pokemondb.net/type/poison","245","40","45","35","30","40","55","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/golbat.png","0042","Golbat","https://pokemondb.net/pokedex/golbat","","","Poison","https://pokemondb.net/type/poison","455","75","80","70","65","75","90","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/oddish.png","0043","Oddish","https://pokemondb.net/pokedex/oddish","Grass","https://pokemondb.net/type/grass","Poison","https://pokemondb.net/type/poison","320","45","50","55","75","65","30","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/gloom.png","0044","Gloom","https://pokemondb.net/pokedex/gloom","Grass","https://pokemondb.net/type/grass","Poison","https://pokemondb.net/type/poison","395","60","65","70","85","75","40","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/vileplume.png","0045","Vileplume","https://pokemondb.net/pokedex/vileplume","Grass","https://pokemondb.net/type/grass","Poison","https://pokemondb.net/type/poison","490","75","80","85","110","90","50","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/paras.png","0046","Paras","https://pokemondb.net/pokedex/paras","Grass","https://pokemondb.net/type/grass","","","285","35","70","55","45","55","25","","","Bug","https://pokemondb.net/type/bug"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/parasect.png","0047","Parasect","https://pokemondb.net/pokedex/parasect","Grass","https://pokemondb.net/type/grass","","","405","60","95","80","60","80","30","","","Bug","https://pokemondb.net/type/bug"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/venonat.png","0048","Venonat","https://pokemondb.net/pokedex/venonat","","","Poison","https://pokemondb.net/type/poison","305","60","55","50","40","55","45","","","Bug","https://pokemondb.net/type/bug"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/venomoth.png","0049","Venomoth","https://pokemondb.net/pokedex/venomoth","","","Poison","https://pokemondb.net/type/poison","450","70","65","60","90","75","90","","","Bug","https://pokemondb.net/type/bug"
"https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett.png","0050","Diglett","https://pokemondb.net/pokedex/diglett","","","","","265","10","55","25","35","45","95","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett-alolan.png","0050","Diglett","https://pokemondb.net/pokedex/diglett","","","","","265","10","55","30","35","45","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio.png","0051","Dugtrio","https://pokemondb.net/pokedex/dugtrio","","","","","425","35","100","50","50","70","120","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio-alolan.png","0051","Dugtrio","https://pokemondb.net/pokedex/dugtrio","","","","","425","35","100","60","50","70","110","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth.png","0052","Meowth","https://pokemondb.net/pokedex/meowth","","","","","290","40","45","35","40","40","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-alolan.png","0052","Meowth","https://pokemondb.net/pokedex/meowth","","","","","290","40","35","35","50","40","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-galarian.png","0052","Meowth","https://pokemondb.net/pokedex/meowth","","","","","290","50","65","55","40","40","40","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/persian.png","0053","Persian","https://pokemondb.net/pokedex/persian","","","","","440","65","70","60","65","65","115","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/persian-alolan.png","0053","Persian","https://pokemondb.net/pokedex/persian","","","","","440","65","60","60","75","65","115","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/psyduck.png","0054","Psyduck","https://pokemondb.net/pokedex/psyduck","","","","","320","50","52","48","65","50","55","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/golduck.png","0055","Golduck","https://pokemondb.net/pokedex/golduck","","","","","500","80","82","78","95","80","85","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/mankey.png","0056","Mankey","https://pokemondb.net/pokedex/mankey","","","","","305","40","80","35","35","45","70","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/primeape.png","0057","Primeape","https://pokemondb.net/pokedex/primeape","","","","","455","65","105","60","60","70","95","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe.png","0058","Growlithe","https://pokemondb.net/pokedex/growlithe","","","","","350","55","70","45","70","50","60","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png","0058","Growlithe","https://pokemondb.net/pokedex/growlithe","","","","","350","60","75","45","65","50","55","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine.png","0059","Arcanine","https://pokemondb.net/pokedex/arcanine","","","","","555","90","110","80","100","80","95","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png","0059","Arcanine","https://pokemondb.net/pokedex/arcanine","","","","","555","95","115","80","95","80","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwag.png","0060","Poliwag","https://pokemondb.net/pokedex/poliwag","","","","","300","40","50","40","40","40","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwhirl.png","0061","Poliwhirl","https://pokemondb.net/pokedex/poliwhirl","","","","","385","65","65","65","50","50","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwrath.png","0062","Poliwrath","https://pokemondb.net/pokedex/poliwrath","","","","","510","90","95","95","70","90","70","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/abra.png","0063","Abra","https://pokemondb.net/pokedex/abra","","","","","310","25","20","15","105","55","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/kadabra.png","0064","Kadabra","https://pokemondb.net/pokedex/kadabra","","","","","400","40","35","30","120","70","105","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam.png","0065","Alakazam","https://pokemondb.net/pokedex/alakazam","","","","","500","55","50","45","135","95","120","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam-mega.png","0065","Alakazam","https://pokemondb.net/pokedex/alakazam","","","","","600","55","50","65","175","105","150","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/machop.png","0066","Machop","https://pokemondb.net/pokedex/machop","","","","","305","70","80","50","35","35","35","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/machoke.png","0067","Machoke","https://pokemondb.net/pokedex/machoke","","","","","405","80","100","70","50","60","45","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/machamp.png","0068","Machamp","https://pokemondb.net/pokedex/machamp","","","","","505","90","130","80","65","85","55","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/bellsprout.png","0069","Bellsprout","https://pokemondb.net/pokedex/bellsprout","Grass","https://pokemondb.net/type/grass","Poison","https://pokemondb.net/type/poison","300","50","75","35","70","30","40","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/weepinbell.png","0070","Weepinbell","https://pokemondb.net/pokedex/weepinbell","Grass","https://pokemondb.net/type/grass","Poison","https://pokemondb.net/type/poison","390","65","90","50","85","45","55","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/victreebel.png","0071","Victreebel","https://pokemondb.net/pokedex/victreebel","Grass","https://pokemondb.net/type/grass","Poison","https://pokemondb.net/type/poison","490","80","105","65","100","70","70","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacool.png","0072","Tentacool","https://pokemondb.net/pokedex/tentacool","","","Poison","https://pokemondb.net/type/poison","335","40","40","35","50","100","70","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacruel.png","0073","Tentacruel","https://pokemondb.net/pokedex/tentacruel","","","Poison","https://pokemondb.net/type/poison","515","80","70","65","80","120","100","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude.png","0074","Geodude","https://pokemondb.net/pokedex/geodude","","","","","300","40","80","100","30","30","20","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude-alolan.png","0074","Geodude","https://pokemondb.net/pokedex/geodude","","","","","300","40","80","100","30","30","20","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler.png","0075","Graveler","https://pokemondb.net/pokedex/graveler","","","","","390","55","95","115","45","45","35","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler-alolan.png","0075","Graveler","https://pokemondb.net/pokedex/graveler","","","","","390","55","95","115","45","45","35","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/golem.png","0076","Golem","https://pokemondb.net/pokedex/golem","","","","","495","80","120","130","55","65","45","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/golem-alolan.png","0076","Golem","https://pokemondb.net/pokedex/golem","","","","","495","80","120","130","55","65","45","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/ponyta.png","0077","Ponyta","https://pokemondb.net/pokedex/ponyta","","","","","410","50","85","55","65","65","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/ponyta-galarian.png","0077","Ponyta","https://pokemondb.net/pokedex/ponyta","","","","","410","50","85","55","65","65","90","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/rapidash.png","0078","Rapidash","https://pokemondb.net/pokedex/rapidash","","","","","500","65","100","70","80","80","105","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/rapidash-galarian.png","0078","Rapidash","https://pokemondb.net/pokedex/rapidash","","","","","500","65","100","70","80","80","105","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/slowpoke.png","0079","Slowpoke","https://pokemondb.net/pokedex/slowpoke","","","","","315","90","65","65","40","40","15","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/slowpoke-galarian.png","0079","Slowpoke","https://pokemondb.net/pokedex/slowpoke","","","","","315","90","65","65","40","40","15","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro.png","0080","Slowbro","https://pokemondb.net/pokedex/slowbro","","","","","490","95","75","110","100","80","30","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro-mega.png","0080","Slowbro","https://pokemondb.net/pokedex/slowbro","","","","","590","95","75","180","130","80","30","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro-galarian.png","0080","Slowbro","https://pokemondb.net/pokedex/slowbro","","","Poison","https://pokemondb.net/type/poison","490","95","100","95","100","70","30","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/magnemite.png","0081","Magnemite","https://pokemondb.net/pokedex/magnemite","","","","","325","25","35","70","95","55","45","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/magneton.png","0082","Magneton","https://pokemondb.net/pokedex/magneton","","","","","465","50","60","95","120","70","70","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetchd.png","0083","Farfetch'd","https://pokemondb.net/pokedex/farfetchd","","","","","377","52","90","55","58","62","60","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetchd-galarian.png","0083","Farfetch'd","https://pokemondb.net/pokedex/farfetchd","","","","","377","52","95","55","58","62","55","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/doduo.png","0084","Doduo","https://pokemondb.net/pokedex/doduo","","","","","310","35","85","45","35","35","75","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/dodrio.png","0085","Dodrio","https://pokemondb.net/pokedex/dodrio","","","","","470","60","110","70","60","60","110","Flying","https://pokemondb.net/type/flying","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/seel.png","0086","Seel","https://pokemondb.net/pokedex/seel","","","","","325","65","45","55","45","70","45","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/dewgong.png","0087","Dewgong","https://pokemondb.net/pokedex/dewgong","","","Ice","https://pokemondb.net/type/ice","475","90","70","80","70","95","70","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/grimer.png","0088","Grimer","https://pokemondb.net/pokedex/grimer","","","Poison","https://pokemondb.net/type/poison","325","80","80","50","40","50","25","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/grimer-alolan.png","0088","Grimer","https://pokemondb.net/pokedex/grimer","","","Poison","https://pokemondb.net/type/poison","325","80","80","50","40","50","25","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/muk.png","0089","Muk","https://pokemondb.net/pokedex/muk","","","Poison","https://pokemondb.net/type/poison","500","105","105","75","65","100","50","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/muk-alolan.png","0089","Muk","https://pokemondb.net/pokedex/muk","","","Poison","https://pokemondb.net/type/poison","500","105","105","75","65","100","50","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/shellder.png","0090","Shellder","https://pokemondb.net/pokedex/shellder","","","","","305","30","65","100","45","25","40","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/cloyster.png","0091","Cloyster","https://pokemondb.net/pokedex/cloyster","","","Ice","https://pokemondb.net/type/ice","525","50","95","180","85","45","70","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/gastly.png","0092","Gastly","https://pokemondb.net/pokedex/gastly","","","Poison","https://pokemondb.net/type/poison","310","30","35","30","100","35","80","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/haunter.png","0093","Haunter","https://pokemondb.net/pokedex/haunter","","","Poison","https://pokemondb.net/type/poison","405","45","50","45","115","55","95","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/gengar.png","0094","Gengar","https://pokemondb.net/pokedex/gengar","","","Poison","https://pokemondb.net/type/poison","500","60","65","60","130","75","110","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/gengar-mega.png","0094","Gengar","https://pokemondb.net/pokedex/gengar","","","Poison","https://pokemondb.net/type/poison","600","60","65","80","170","95","130","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/onix.png","0095","Onix","https://pokemondb.net/pokedex/onix","","","","","385","35","45","160","30","45","70","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/drowzee.png","0096","Drowzee","https://pokemondb.net/pokedex/drowzee","","","","","328","60","48","45","43","90","42","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/hypno.png","0097","Hypno","https://pokemondb.net/pokedex/hypno","","","","","483","85","73","70","73","115","67","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/krabby.png","0098","Krabby","https://pokemondb.net/pokedex/krabby","","","","","325","30","105","90","25","25","50","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/kingler.png","0099","Kingler","https://pokemondb.net/pokedex/kingler","","","","","475","55","130","115","50","50","75","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb.png","0100","Voltorb","https://pokemondb.net/pokedex/voltorb","","","","","330","40","30","50","55","55","100","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb-hisuian.png","0100","Voltorb","https://pokemondb.net/pokedex/voltorb","Grass","https://pokemondb.net/type/grass","","","330","40","30","50","55","55","100","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode.png","0101","Electrode","https://pokemondb.net/pokedex/electrode","","","","","490","60","50","70","80","80","150","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode-hisuian.png","0101","Electrode","https://pokemondb.net/pokedex/electrode","Grass","https://pokemondb.net/type/grass","","","490","60","50","70","80","80","150","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggcute.png","0102","Exeggcute","https://pokemondb.net/pokedex/exeggcute","Grass","https://pokemondb.net/type/grass","","","325","60","40","80","60","45","40","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggutor.png","0103","Exeggutor","https://pokemondb.net/pokedex/exeggutor","Grass","https://pokemondb.net/type/grass","","","530","95","95","85","125","75","55","","","",""
"https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggutor-alolan.png","0103","Exeggutor","https://pokemondb.net/pokedex/exeggutor","Grass","https://pokemondb.net/type/grass","","","530","95","105","85","125","75","45","","","Dragon","https://pokemondb.net/type/dragon"
